Gene_accession no.,Class,amr_gene,amr_allele,Phenotype,PMID,Mechanism of resistance,Notes,Required_gene,Reference
blaOXA-546_1_KY682756,Beta-lactam,blaOXA,blaOXA-546,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-48-like;Natural in Shewanella xiamenensis Sh1;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-547_1_KY684124,Beta-lactam,blaOXA,blaOXA-547,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-48-like;Natural in Shewanella xiamenensis 111D;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-548_1_KY682750,Beta-lactam,blaOXA,blaOXA-548,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-548-like;Natural in Shewanella hafniensis Sh29;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-549_1_KY682751,Beta-lactam,blaOXA,blaOXA-549,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-548-like;Natural in Shewanella hafniensis Sh26;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-550_1_KY682752,Beta-lactam,blaOXA,blaOXA-550,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-548-like;Natural in Shewanella hafniensis Sh20;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-551_1_KY682753,Beta-lactam,blaOXA,blaOXA-551,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-548-like;Natural in Shewanella baltica Sh19;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-552_1_KY682754,Beta-lactam,blaOXA,blaOXA-552,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-548-like;Natural in Shewanella hafniensis Sh24;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-553_1_KY682755,Beta-lactam,blaOXA,blaOXA-553,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-548-like;Natural in Shewanella hafniensis Sh10;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-554_1_KY126221,Beta-lactam,blaOXA,blaOXA-554,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20000307;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-555_1_KY126224,Beta-lactam,blaOXA,blaOXA-555,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20010364;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-556_1_KY126231,Beta-lactam,blaOXA,blaOXA-556,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20040341;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-557_1_KY126232,Beta-lactam,blaOXA,blaOXA-557,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20040355;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-558_1_KY126234,Beta-lactam,blaOXA,blaOXA-558,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20050133;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-559_1_KY126237,Beta-lactam,blaOXA,blaOXA-559,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20071227;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-560_1_KY126238,Beta-lactam,blaOXA,blaOXA-560,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20071813;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-561_1_KY126240,Beta-lactam,blaOXA,blaOXA-561,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20081065;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-562_1_KY126241,Beta-lactam,blaOXA,blaOXA-562,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-51-like;Natural in Acinetobacter baumanniiCNM20081737;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-563_1_KY767021,Beta-lactam,blaOXA,blaOXA-563,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-213-like;Natural in Acinetobacter pittii NRZ-24076;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-564_1_KY767022,Beta-lactam,blaOXA,blaOXA-564,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-213-like;Natural in Acinetobacter pittii NRZ-24967;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-565_1_KY883665,Beta-lactam,blaOXA,blaOXA-565,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-23-like;Natural in Acinetobacter baumannii01ACRGNY3002;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaOXA-566_1_MF099636,Beta-lactam,blaOXA,blaOXA-566,Unknown,Unpublished,Enzymatic inactivation,Class D;OXA-48-like;;;,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_1_CP000704,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_2_CP000731,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",17986343,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_3_CP000732,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",17986343,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_4_X04121,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_5_AJ302698,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",17060340,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_6_AP003139,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",11418146,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_7_AP004832,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",12044378,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_8_HE993884,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",23274660,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_9_DQ269019,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",16842566,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_10_FR823292,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",21636525,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_11_AJ400722,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",12384372,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_12_M15195,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",3027036,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_13_KF471116,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_14_JBAG01000015,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_15_JAZQ01000018,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_16_JBTH01000015,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_17_JDDF01000008,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_18_JBQW01000016,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_19_JBMK01000007,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_20_JBVX01000014,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_21_JGQH01000014,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_22_JCHI01000035,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_23_JBND01000015,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_24_JBLQ01000018,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_25_JBKK01000017,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_26_JBJP01000007,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_27_JDGZ01000043,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_28_JDYO01000009,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_29_JDXN01000019,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_30_JGUQ01000012,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_31_JIFU01000008,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_32_JINH01000005,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_33_JIXQ01000012,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_34_JJAO01000008,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_35_JIVZ01000012,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_36_JITV01000006,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_37_JIFD01000012,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_38_NZ_JEMM01000040,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_39_JHTU01000073,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_40_NZ_AZBT01000050,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",24359724,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_41_AENR01000015,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",21317317,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_42_CCEE01000006,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_43_NZ_CAVU010000015,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_44_NZ_JWJJ01000015,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_45_CP010941,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26227599,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_46_CP010944,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26227599,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_47_NZ_JYGF01000020,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26950323,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_48_CFPA01000022,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_49_CVLS01000543,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_50_KR230047,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_51_NZ_JVWO01000108,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_52_NZ_JVWM01000127,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_53_NZ_JUXQ01000001,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_54_NZ_JVRB01000003,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_55_NZ_JVLY01000044,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_56_NZ_JUMU01000089,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_57_NZ_JURP01000126,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_58_NZ_JUUA01000057,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_59_NZ_JVBT01000063,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_60_NZ_JVML01000111,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_61_NZ_JVAT01000021,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_62_NZ_JVOH01000023,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_63_NZ_JUMX01000103,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",26230489,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_64_CSJB01000017,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_65_CSEV01000005,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_66_CSGM01000014,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_67_NZ_CTTL01000039,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_68_NZ_CUHK01000055,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_69_NZ_CUHB01000033,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_70_NZ_CUEK01000047,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_71_NZ_CUGR01000082,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_72_NZ_CUHG01000035,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_73_CYNA01000004,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_74_CZWI01000159,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_75_LNTF01000008,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_76_FFOR01000002,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_77_FGNH01000009,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_78_KU607301,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",27572443,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_79_KU607584,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",27572443,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_80_KU607855,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",27572443,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
blaZ_81_FGJZ01000020,Beta-lactam,blaZ,blaZ,"Amoxicillin, Ampicillin, Penicillin, Piperacillin",unpublished,Enzymatic inactivation,Class A,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
